,Ticker,Tweets,Time
11,GOOG,"@NonnyTony1 Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-22 17:26:36
12,GOOG,@Rohit25965866 Hi Rohit. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-22 17:25:10
13,GOOG,"@Jmanos195Manos Hi there. This guide may help: https://t.co/ZOHEKMRY8d. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/HpAgO5vEEy.",2021-04-22 17:24:10
14,GOOG,"The @GoogleAI team open sourced their machine learning model to help scientists detect humpback whales &amp; study their behaviors. Not only could this help ocean scientists, but it’s an example of responsible innovation at work. Dive in → https://t.co/YdJdv8WEuj 🐳",2021-04-22 17:02:37
15,GOOG,@beingwajidakht1 Hi Mohammad. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-22 16:56:28
16,GOOG,@William12060885 Hi William. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-22 16:53:58
17,GOOG,@ProtestForLife Hi Korthius. We do want to help. Please follow @Google and let us know when you have so we can share next steps.,2021-04-22 16:49:39
18,GOOG,@kushwahshubham Hmm. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-22 16:43:47
19,GOOG,@nishantgrover31 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-22 16:23:09
20,GOOG,"@myeclassinbytes Hi, Elena. Have you tried to access the file to Google Drive using a different network? Let us know how it goes.",2021-04-22 16:20:53
21,GOOG,@theharmadi Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-22 15:59:31
22,GOOG,@Frustizen Hi Manoj. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-22 15:54:43
23,GOOG,"@RyanerWriter Mind if we jump in? Just to confirm, are you able to sign into your Google account on another device/browser? Let us know.",2021-04-22 15:51:51
24,GOOG,@pixelo_graphy Hi there. Have you tried to upload the file to Google Drive using a different network? Let us know how it goes.,2021-04-22 15:39:46
25,GOOG,"@NnieSehu Hi there. Just to confirm, are you still able to sign into your account? Let us know.",2021-04-22 15:10:44
26,GOOG,@strongesthuman Hi. We'd also like to provide some additional tips privately. Do you mind following us so we can send a DM (and letting us know when you have)?,2021-04-22 15:07:56
27,GOOG,@Imanabu101 Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/HpAgO5vEEy. Hope this helps.,2021-04-22 15:01:07
28,GOOG,"@AMillennialYogi Hi, Gourav. Let's see if we can help further with this. Please follow us and let us know when you have so that we can reach out over DM.",2021-04-22 14:30:16
29,GOOG,We’re celebrating #EarthDay2021 by continuing our efforts to protect and restore our planet. 🌏 Here’s how we’re enabling everyone to be part of the solution to climate change → https://t.co/9dMfxUJG1Q #GoogleSustainability https://t.co/4D0peFwejU,2021-04-22 14:12:06
30,GOOG,@nnadoziegideon Hi Gidi. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-22 14:07:45
31,GOOG,@NoVaGamingBF Hi there. Try these tips if you're asked to change your account password multiple times: https://t.co/rLGp8XNhxe. Hope this helps.,2021-04-22 14:05:33
32,GOOG,"@tehreemazeem Hi Tehreem. This guide may help: https://t.co/ZOHEKMRY8d. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/HpAgO5vEEy.",2021-04-22 13:59:09
33,GOOG,"@kaelinbrewster Hmm. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",2021-04-22 13:57:05
34,GOOG,@LawofShiva Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-22 13:15:48
35,GOOG,"RT @GoogleDoodles: Happy Earth Day! 🌍 🌏 🌎

Today's video #GoogleDoodle highlights how every generation can do their part to restore our Ear…",2021-04-22 13:15:34
36,GOOG,@7man25 Mind if we jump in? Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-22 13:05:30
37,GOOG,"@WarTornWalnut Mind if we jump in? Just to confirm, have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",2021-04-22 13:04:12
38,GOOG,@Anthony26706889 Glad to know you're back in. We'd recommend saving backup codes to prevent losing access in the future: https://t.co/TeRlojw7Oj. Thanks.,2021-04-22 11:54:39
39,GOOG,@devkaungal Hi Dev. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-22 11:46:56
40,GOOG,"@mgfaenz Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-22 11:15:28
41,GOOG,@rajnesh__ Hi Rajnesh. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-22 11:04:14
42,GOOG,"@133xLavender Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-22 11:03:00
43,GOOG,"@GaneshS79669063 Hi Ganesh. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-22 11:00:36
44,GOOG,@CoachDPolite Hi there. Thanks for your suggestion - you can make sure our team hears it by submitting your idea in-app by tapping Account icon on top right &gt; Send Feedback. Thanks for helping us improve!,2021-04-22 10:55:54
45,GOOG,@Sangeeta848 Hi Sangeet. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-22 10:21:11
46,GOOG,@LajoiePro Hi Rodney. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-22 09:47:58
47,GOOG,@SAURABH52493029 Hi Saurabh. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-22 09:35:18
48,GOOG,"@_Maannnal Hi Manal. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",2021-04-22 08:58:37
49,GOOG,@MkNaseerali Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-22 08:56:45
50,GOOG,"With people spending more time at home, searches involving “houseplants” reached record highs over the past year. This #EarthDay, Latinx With Plants shows us how you can liven up your space with houseplants → https://t.co/Y5JqvWvSm7🌵🌿🌱 https://t.co/9Cbii9uVIs",2021-04-21 22:04:18
51,GOOG,#GoogleOrgImpactChallenge recipient @Saildrone is making waves. They're collecting ocean data to better understand the impacts of climate change. See how we're helping accelerate progress towards a greener future → https://t.co/gZRpOFm4Mr 🌊 https://t.co/aUFeksekNJ,2021-04-21 20:39:49
52,GOOG,"@Unicornresinart Hmm. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",2021-04-21 20:35:31
53,GOOG,@Azeem4india Hmm. An account can be recovered for a limited time: https://t.co/6gCYZSO9DW. You can definitely create a new one here: https://t.co/6kRsxbTkvp. Hope this gets resolved soon.,2021-04-21 20:34:21
54,GOOG,@RahulSi54663482 Hi Rahul. Have you already tried recovering your account by completing  the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-21 20:33:29
55,GOOG,@Sourabh74523282 Hi Sourabh. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 20:32:10
56,GOOG,@barbar_disco Mind if we jump in? Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-21 20:30:42
57,GOOG,@MJhansi15 Hi Jhansi. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 20:28:57
58,GOOG,"@JoeyFerone Hi Joe. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-21 20:28:02
59,GOOG,@Decent_kit Hi Ankit. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 20:26:46
60,GOOG,"@robloxyz Hi Chris. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-21 20:20:01
61,GOOG,@dallas17821 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-21 20:13:53
62,GOOG,@Abdulmu94475082 Hi Abdul. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-21 19:56:35
63,GOOG,@kushwahshubham Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-21 19:55:00
64,GOOG,@Hope75727642 Hi there. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-21 19:43:09
65,GOOG,"@Kelvin2k3O Hi there. If there's something different about how you're signing in, we may need to verify it's you. For more information or issues verifying, see https://t.co/pxhTGOVNex. Hope this helps.",2021-04-21 19:14:28
66,GOOG,"@SENPAI_Immortal Mind if we jump in, Arion? Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-21 19:09:39
67,GOOG,"@_mrskt_ Hi, Shubham. Let's see if we can help further with this. Please follow us and let us know when you have so that we can reach out over DM.",2021-04-21 18:51:39
68,GOOG,"More than 50% of prescribed opioids go unused, and most aren’t safely disposed of. This #TakeBackDay, learn how you can help prevent prescription drugs from ending up in the wrong hands by finding a disposal location near you → https://t.co/nqd5SZHgLH 💊",2021-04-21 18:23:57
69,GOOG,@faizanzain21 Hi there! Mind if we jump in? We're sorry to hear that. The team is working hard to make the Phone app better over time. Please continue to help us improve by sending a feedback within the app by clicking the Menu button then 'Help &amp; Feedback' option and tap on 'Send Feedback'.,2021-04-21 17:44:15
70,GOOG,"Going beyond being carbon neutral (which we’ve been since 2007) and matching our operations with 100% renewable energy, our goal is to operate *entirely* on 24/7 carbon-free energy by 2030. Read more on how we’ll meet this ambitious commitment ⬇️ https://t.co/hH8mH0uB6c",2021-04-21 17:23:00
71,GOOG,"Five of our data center sites — in Denmark, Finland, Iowa, Oklahoma and Oregon — are now operating near or at 90% carbon-free energy.",2021-04-21 17:22:00
72,GOOG,2020 was the fourth year in a row that we matched 100% of Google’s global electricity use with purchases of renewable energy. 🌱 https://t.co/hWKwXbWpIy https://t.co/OxoGa712Es,2021-04-21 17:21:10
73,GOOG,"Within a decade we aim for every Google data center, cloud region, and office campus to run on clean electricity every hour of every day. Ahead of Earth Day, @sundarpichai shares new progress toward our ambitious 24/7 carbon-free energy goal. https://t.co/hH8mH0uB6c",2021-04-21 17:20:01
74,GOOG,@lonelyrhode Olá novamente. Gostaríamos de saber se as informações que enviamos foram úteis. Mantenha-nos informados.,2021-04-21 17:06:18
75,GOOG,@KavianaSahu Hi Kaviana. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 16:40:36
76,GOOG,"@Matthew49023690 Mind if we jump in? Just to confirm, are you still able to sign into your account? Let us know.",2021-04-21 16:10:00
77,GOOG,"@AMillennialYogi Hi, Gourav. Plan changes can sometimes take 24 hours to be reflected. Could you confirm if you're able to view your storage and usage at https://t.co/KyjQlYliQl (you may need to refresh the page)? Let us know.",2021-04-21 15:56:28
78,GOOG,"@maudephd Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-21 15:42:05
79,GOOG,@nigirisushki Hi there. Let's get you connected to a Google One expert. Please follow us and let us know when you have so that we can reach out over DM.,2021-04-21 15:37:21
80,GOOG,@ManjitS18826828 Hi Manjit. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 13:50:04
81,GOOG,@TeakokStanley Hi Teako. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-21 13:43:04
82,GOOG,@GloriaMattis10 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 13:04:18
83,GOOG,@BadadeMauli Hi Mauli. We've sent you a DM with the next steps. Please check and let us know if you have any questions.,2021-04-21 12:33:50
84,GOOG,@Shannonisblue Mind if we jump in? We'd also suggest adding extra layers of security to your account with these tips: https://t.co/HpAgO5vEEy. Hope this helps.,2021-04-21 12:05:45
85,GOOG,@Sonoshipro Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-21 11:30:37
86,GOOG,@MominIs4868 Hi Kazi. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-21 10:51:55
87,GOOG,@hyperbolicsatir Hi there. Try these tips if you're having issues with 2-Step Verification: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-21 09:50:16
88,GOOG,"@CometMedal Hi there. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",2021-04-21 09:21:23
89,GOOG,@Epicfunnies2 Hi there. Try these steps to change the language of your Google Assistant: https://t.co/sLTyxWBzMw. Let us know if this helps.,2021-04-21 08:31:45
90,GOOG,"@DaleSchultz Hi Dale. Try the troubleshooting steps in this guide to fix the issue with the Google Assistant (See section ""Try fixing the Google app""): https://t.co/JswPueNU5S. Keep us posted.",2021-04-21 08:30:54
91,GOOG,@breadeagles Hi there. Thanks for your suggestion - you can make sure our team hears it by submitting your idea in-app by tapping Account icon on top right &gt; Send Feedback. Thanks for helping us improve!,2021-04-21 08:29:48
92,GOOG,@gunbaazofficial Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-21 08:09:32
93,GOOG,"@sam43228555 Hi Sam. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",2021-04-21 08:08:32
94,GOOG,RT @Googleorg: Through the #GoogleAI Impact Challenge @MSF_france received a $1.5M #GoogleOrg grant &amp; #GoogleOrgFellowship to develop an #A…,2021-04-20 19:05:53
95,GOOG,"@Neiisha_Niicole Hi there. To see available plans and the monthly or annual cost, visit https://t.co/KyjQlYliQl.",2021-04-20 18:06:48
96,GOOG,"Taking a Security Checkup can help make your Google Account safer, and more secure.

It only takes two minutes. Try it today → https://t.co/g0DFmzcRCZ https://t.co/KQRt7tRlk3",2021-04-20 18:00:07
97,GOOG,"@alexpfn Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-20 17:49:43
98,GOOG,@stefancovaci03 Hi Stefan. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,2021-04-20 17:39:24
99,GOOG,"@Sanjeevgargkum3 Mind if we jump in, Sanjeev? Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-20 17:35:09
100,GOOG,@sufianmuhammadk Hi there. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-20 17:33:12
101,GOOG,"@RSonosemito Hi Reggie. Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-20 17:31:56
102,GOOG,@MainePowerVote Hi there. We suggest reaching out to the Google Workspace forum with that issue here: https://t.co/O1sWxafLxI. Hope this gets resolved.,2021-04-20 17:27:36
103,GOOG,"@FEONNNN Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",2021-04-20 17:19:05
104,GOOG,@sidiEU__ Hi there. We'd also suggest adding extra layers of security to your Google Account with these tips: https://t.co/HpAgO5vEEy. Hope this helps.,2021-04-20 17:14:10
105,GOOG,"If anyone can speak for the trees, it’s Ruth Alcantara, who leads the Tree Canopy Lab for Google's Environmental Insights Explorer. Learn how Ruth and her team are using technology to plant a better future — starting with 20K new trees a year in LA → https://t.co/3SuBLjPcwU 🌳 https://t.co/tVD14TS8XP",2021-04-20 17:08:20
106,GOOG,@PavaNReddY7149 Hi Pavan. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-20 16:37:53
107,GOOG,"@TalonPlaysYT Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",2021-04-20 16:23:36
108,GOOG,"@Daneeell_ Hi Daneel. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-20 16:22:23
109,GOOG,@Neiisha_Niicole Hi there. Let's see if we can help further with this. Please follow us and let us know when you have so that we can reach out over DM.,2021-04-20 16:10:02
110,GOOG,"@_mrskt_ Hi, Shubham. Let's get you connected to a Google One expert. Please follow us and let us know when you have so that we can reach out over DM.",2021-04-20 16:05:57
111,GOOG,"@Hussainisalis Hi Hussaini. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",2021-04-20 15:48:06
112,GOOG,@lonelyrhode Olá! Adoraríamos ajudar. O Google One é um plano de armazenamento expandido que inclui benefícios adicionais para você aproveitar ao máximo o Google. Acesse https://t.co/KyjQlYliQl para saber mais. Ajudamos?,2021-04-20 15:47:20
113,GOOG,@FabloFrescobar Mind if we jump in? Let's see what we can do to help. Look out for a DM with next steps.,2021-04-20 15:43:58
114,GOOG,"From Ultraman in your backyard to Hello Kitty in your living room, add your favorite Japanese characters to your space with AR → https://t.co/BwmImHdouJ

Search for your favorite characters on your phone and tap “View in 3D”. Share your best creations using #Google3D. https://t.co/D9AdMzRDSM",2021-04-20 15:32:52
115,GOOG,"@mike33073493 Hi Mike. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",2021-04-20 15:24:21
116,GOOG,"RT @GoogleDoodles: Happy 70th birthday, Luther Vandross! 

Today's music video #GoogleDoodle celebrates the award-winning singer, songwrite…",2021-04-20 14:19:44
117,GOOG,@Amanull24895798 Hi Amanullah. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-20 14:08:07
118,GOOG,@Vishant20056877 Hi Vishant. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-20 11:10:44
119,GOOG,@AMrbzy Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-20 11:07:47
120,GOOG,@RobbertCS Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 23:11:27
121,GOOG,@OlgaPerkins13 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 23:08:35
122,GOOG,@Hentiestudent We suggest reaching out to the Accounts Community with that issue here: https://t.co/CQXDBimn9a. Hope this gets resolved soon.,2021-04-19 22:47:53
123,GOOG,@MZ47405617 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 22:44:02
124,GOOG,@ginge96757586 Hmm. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 22:37:13
125,GOOG,@ImGabv Hmm. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 22:31:03
126,GOOG,"@owen_micheal__ Hi, Owen. Glad you like Google Drive!  You can also send feedback at Drive &gt; Help (question-mark icon) &gt; Send feedback.",2021-04-19 22:30:25
127,GOOG,@vikasrai2231 Hmm. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 22:27:03
128,GOOG,@shahzadjournos Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 22:26:05
129,GOOG,@Tutoria70503892 Hmm. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-19 22:21:25
130,GOOG,"@CallmeKelzz Hmm. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.",2021-04-19 22:14:48
131,GOOG,@kajalTh31910544 Hmm. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-19 21:51:23
132,GOOG,@tahirkhalid_ Hmm. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 21:49:08
133,GOOG,"With 1 million animal species facing extinction, conservation is an “all-hands-on-deck problem,” says Googler Tanya Birch. Learn how conservation organizations are using AI to save critical animal populations → https://t.co/BYEiDw0yy0 #GoogleSustainability https://t.co/guvs7UFUHM",2021-04-19 21:44:14
134,GOOG,@y0sh1337 Hmm. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 21:39:57
135,GOOG,@nadabo99 Hi Yusuf. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 21:27:12
136,GOOG,@devilgaming_1 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 21:17:07
137,GOOG,@CossyHun Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 21:08:01
138,GOOG,@Asahp_ Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2021-04-19 21:07:05
139,GOOG,@OmsumanJ Hmm. Could you give us the exact wording of the error message when you try signing into your Google account? We'll see what we can do to help.,2021-04-19 20:13:26
140,GOOG,@madisonrose93x Hmm. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-19 20:08:51
141,GOOG,"COVID-19 has exposed vast iniquities in healthcare worldwide — from access to PPE to distribution of vaccines. 

Hear from Dr. Ivor Horn, Google’s Director of Health Equity &amp; Product Inclusion, about how tech can help achieve health equity. https://t.co/QPmjPt3mMl",2021-04-19 18:59:44
142,GOOG,"Ten vertical feet for a helicopter, one giant leap for space exploration. Congrats @NASA #MarsHelicopter on an amazing first flight! https://t.co/z4eNcema10 https://t.co/z0oxvNNbKv",2021-04-19 18:07:14
143,GOOG,@Ravindarreddy66 Hi Ravindar. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-19 17:49:01
144,GOOG,@suraihansda2 Hi there. We do want to help. Please follow @Google and let us know when you have so we can share next steps.,2021-04-19 17:39:35
145,GOOG,@edrormba Hi Eli. Here's some advice for determining if an email is genuine: https://t.co/Rn0b70Vh0f. Hope this helps.,2021-04-19 17:07:55
146,GOOG,@Aiden_pearce_5 Hi Muhammad. Let's see what we can do to help. Look out for a DM with next steps.,2021-04-19 16:41:07
147,GOOG,@Faridowski Hi Farid. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,2021-04-19 16:38:34
148,GOOG,@Neiisha_Niicole Hi there. Let's get you connected to a Google One expert. Please follow us and let us know when you have so that we can reach out over DM.,2021-04-19 15:38:08
149,GOOG,"@lumity_shipper Hi there. Try the troubleshooting steps in this guide to fix the issue with the Google app (See section ""Try fixing the Google app""): https://t.co/JswPuewiHi. Keep us posted.",2021-04-19 13:46:59
150,GOOG,@er_shashank_p Hi Shashank. Try these tips if you're unable to receive your 2-Step Verification code: https://t.co/QBOhSKbnaq. Keep us posted.,2021-04-19 08:39:40
151,GOOG,"RT @googlearts: #DidYouKnow that today is #WorldHeritageDay? Celebrate with @UNESCO, dedicated to promoting the awareness about the diversi…",2021-04-18 16:26:05
152,GOOG,"RT @GoogleDoodles: Today's #GoogleDoodle celebrates Italian physicist and professor Laura Bassi, who experimented with everything from elec…",2021-04-17 15:45:11
153,GOOG,"@joe_schultz Hi, Joe. Let's connect you with our Support Team for help. Follow the link to get some help: https://t.co/HASKZp2Ul0. Keep us posted!",2021-04-17 15:19:16
154,GOOG,"@abhinavgaurav_ Hi, Abhinav. Let's get you connected to a Google One expert. Please follow us and let us know when you have so that we can reach out over DM.",2021-04-16 20:54:27
155,GOOG,Pro tip👇 https://t.co/6QMx7QN8oi,2021-04-16 19:07:27
156,GOOG,"""Asian Americans have been [creating], and continue to create amazing music, which is essentially the sharing of our stories through art"" — DJ Richie @TRAKTIVIST 🎧

Check out how he's using Google Search to bring visibility to Asian American artists → https://t.co/en3Lzpx45L https://t.co/nMKb7KiT5c",2021-04-16 18:14:13
157,GOOG,"@Arron_Jeffrey Hi Arron. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/CJQaJUw3RV.",2021-04-16 17:23:42
158,GOOG,"As millions of people welcome Ramadan, discover how different cultures around the world celebrate the month with #GoogleRamadanBingo  🌙 https://t.co/PhsW2GDqpY",2021-04-16 17:09:01
159,GOOG,"Ramadan Kareem!

Wherever you are in the world 🌍

Search for Ramadan and look for the crescent moon 🌙 https://t.co/Mj3BeD7HuA",2021-04-16 17:08:13
160,GOOG,@Nishan12315376 Hi Nishan. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2021-04-16 17:07:20
161,GOOG,"@GUIDOSARDINE Hi Guido. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",2021-04-16 16:53:52
162,GOOG,@y0sh1337 Hi there. Try these tips if you're unable to receive your 2-Step Verification code: https://t.co/QBOhSJTMiS. Keep us posted.,2021-04-16 16:51:32
